Phrase,Cerebro IQ Score,Search_volume,Competing Products,CPR 8-Day Giveaways,Sponsored ASINs,Amazon Recommended,Sponsored,Organic,Amazon Recommended Rank,Sponsored_rank,Organic_rank
ellen de generes,6255,319,51,8,6,0,1,0,-,1,-
funny food 2,24,239,10000,8,50,0,0,1,-,-,290
games without internet,883,242,274,8,4,0,0,1,-,-,260
furby apps for all furbys,2119,214,101,8,8,0,0,1,-,-,66
whats chat,328,271,825,8,1,0,0,1,-,-,168
turbo wifi,610,1219,2000,24,151,0,0,1,-,-,150
laser dog,62,374,6000,8,84,0,0,1,-,-,82
as seen as tv products,38,378,10000,8,449,0,1,0,-,19,-
puppy life,8,305,40000,8,72,0,0,1,-,-,75
mind control games,35,246,7000,8,113,0,0,1,-,-,193
amazon pet,40,1607,40000,56,223,0,0,1,-,-,264
watch collar,23,228,10000,8,78,0,0,1,-,-,218
wax and feed,262,262,1000,8,93,0,0,1,-,-,205
litter no tracking,313,275,879,8,84,0,1,0,-,52,-
food tracking,84,251,3000,8,53,0,1,0,-,50,-
hiking with dog,7,212,30000,8,84,0,1,0,-,27,-
feline fun house,109,328,3000,8,60,0,0,1,-,-,88
solar pet memorial,438,288,658,8,310,0,1,0,-,64,-
girls thing 1 shirt,18,356,20000,8,343,0,0,1,-,-,191
timed cat toy,809,263,325,8,207,0,0,1,-,-,225
step on dog water fountain,621,287,462,8,250,0,1,0,-,64,-
lovers cage toys,456,456,1000,8,78,0,1,1,-,44,43
loss of a pet gifts,31,220,7000,8,297,0,1,0,-,13,-
shirt thing 1 and thing 2,16,315,20000,8,60,0,0,1,-,-,268
home watch camera,40,279,7000,8,120,0,0,1,-,-,83
turtle feeding bowl,248,248,1000,8,84,0,1,0,-,76,-
my best pet,25,246,10000,8,72,0,1,0,-,64,-
orange dog,7,332,50000,8,501,0,1,0,-,25,-
robot check,247,247,1000,8,29,0,0,1,-,-,13
speaker cube,317,317,1000,8,196,0,0,1,-,-,230
baby camara,222,443,2000,8,413,0,0,1,-,-,272
money gadgets,37,747,20000,24,378,0,0,1,-,-,202
the big mean kitty,99,396,4000,8,59,0,0,1,-,-,73
nest cams,179,357,2000,8,424,0,0,1,-,-,268
watches with camera,31,275,9000,8,120,0,0,1,-,-,299
indoor bell,147,293,2000,8,62,0,1,0,-,55,-
pet feeding stand,157,314,2000,8,308,0,1,0,-,50,-
pet fur and lint remover,412,412,1000,8,355,0,1,0,-,74,-
bedding for dogs,559,462,827,8,133,0,1,0,-,48,-
pet tents,600,600,1000,16,187,0,1,1,-,64,243
big dog tie out,45,224,5000,8,84,0,1,0,-,50,-
dog crats,1198,272,227,8,83,0,0,1,-,-,76
dog automatic food dispenser,1757,884,503,16,120,0,1,1,-,37,119
dog ramps for medium dogs,4547,1846,406,40,232,0,1,0,-,51,-
bed for bunny,42,208,5000,8,171,0,1,1,-,82,261
keep dog off furniture,461,461,1000,8,241,0,1,1,-,61,115
folding dog pool,9675,1848,191,40,306,0,1,0,-,1,-
ceramic treat jar,798,332,416,8,280,0,1,0,-,54,-
strollers for cats,361,361,1000,8,141,0,1,0,-,50,-
organic parrot food,734,389,530,8,222,0,1,0,-,63,-
sun sun canister,278,278,1000,8,30,0,1,0,-,2,-
midwest homes for pets exercise pen,3973,747,188,16,72,0,1,0,-,64,-
turtle toys for aquatic turtles,2004,507,253,8,84,0,1,0,-,73,-
outdoor pet fountain,160,320,2000,8,301,0,1,0,-,76,-
costume camera,75,301,4000,8,58,0,0,1,-,-,28
puppy bark control,357,357,1000,8,234,0,0,1,-,-,278
puppy panels,154,461,3000,8,146,0,1,0,-,38,-
puppy starter pack,979,469,479,8,71,0,0,1,-,-,153
little dogs,3,284,100000,8,486,0,1,1,-,7,221
puzzle pets,23,228,10000,8,262,0,0,1,-,-,262
airline safe pet crate,839,230,274,8,83,0,1,0,-,28,-
puzzle auto,222,222,1000,8,84,0,0,1,-,-,278
puppy bottle feeder,244,244,1000,8,100,0,1,0,-,51,-
puppy girl beds,116,349,3000,8,148,0,0,1,-,-,239
pet scram mat,2069,362,175,8,150,0,1,0,-,7,-
pet ducks,51,356,7000,8,150,0,1,0,-,48,-
pet puzzles,68,408,6000,16,412,0,1,1,-,13,245
pet stars,32,316,10000,8,442,0,0,1,-,-,196
pet folding cage,460,460,1000,8,355,0,1,0,-,28,-
big dog supplies,3,305,90000,8,408,0,0,1,-,-,298
best pet pen,45,313,7000,8,239,0,1,0,-,40,-
pet gravity water dispenser,980,247,252,8,300,0,1,0,-,59,-
camera monitor app,43,304,7000,8,63,0,0,1,-,-,110
crazy cube,185,369,2000,8,51,0,0,1,-,-,273
carry out dog treats,5720,675,118,16,57,0,1,0,-,14,-
cage balls,23,228,10000,8,35,0,1,0,-,18,-
cheap infrared camera,125,747,6000,24,84,0,1,0,-,28,-
chicken leashes,488,294,603,8,31,0,1,0,-,20,-
chicken starter feed,3113,747,240,16,151,0,1,0,-,67,-
death of dog gift,298,298,1000,8,349,0,1,0,-,13,-
death of pet,106,422,4000,8,325,0,1,0,-,3,-
disney camera bag,394,248,629,8,199,0,0,1,-,-,94
disney cat shirt,260,260,1000,8,84,0,0,1,-,-,194
disney snack container,675,303,449,8,69,0,0,1,-,-,128
gear cubes,180,359,2000,8,63,0,0,1,-,-,195
disney inside out games,350,300,857,8,71,0,0,1,-,-,111
doggie pajamas for medium dogs,201,201,1000,8,84,0,1,1,-,63,106
dog memory gifts,56,506,9000,16,354,0,1,0,-,13,-
dog paw snow protection,617,494,801,8,177,0,1,0,-,33,-
dog paw gifts,12,249,20000,8,505,0,1,1,-,13,299
rubber ball on a rope,145,289,2000,8,251,0,1,0,-,16,-
cool dog bowls,1201,334,278,8,378,0,0,1,-,-,96
cool dog gadgets,414,332,801,8,365,0,1,1,-,64,20
cool puppy toys,124,247,2000,8,263,0,1,1,-,76,158
3m high performance cloth,248,248,1000,8,60,0,0,1,-,-,122
3 way stroller,154,308,2000,8,105,0,0,1,-,-,297
good boy dog collar,295,295,1000,8,331,0,1,0,-,37,-
led leashes,55,273,5000,8,319,0,1,0,-,50,-
laser collar,208,415,2000,8,72,0,0,1,-,-,130
gorilla pet waste bags 1000,4836,295,61,8,194,0,1,0,-,42,-
as it is shirt,3,225,90000,8,71,0,0,1,-,-,119
online dog games,109,218,2000,8,0,0,0,1,-,-,150
online pet games,391,391,1000,8,0,0,0,1,-,-,132
iphone baby camera,104,312,3000,8,511,0,0,1,-,-,182
water camaras,208,208,1000,8,84,0,0,1,-,-,209
little dog treats,60,302,5000,8,125,0,1,0,-,68,-
small pets and company,68,675,10000,24,277,0,1,0,-,51,-
small healthy dog treats,26,231,9000,8,270,0,1,0,-,75,-
smart cam hd,65,261,4000,8,495,0,0,1,-,-,252
gifts for pets,3,255,90000,8,369,0,1,1,-,13,22
wifi dog food dispenser,1277,360,282,8,72,0,0,1,-,-,56
white pomeranian,293,293,1000,8,84,0,0,1,-,-,255
shock pad for furniture,55,327,6000,8,240,0,1,0,-,41,-
lost pet finder,1834,886,483,16,96,0,1,0,-,51,-
outdoor webcam,3827,1921,502,40,470,0,0,1,-,-,186
x small pet bed,269,269,1000,8,84,0,0,1,-,-,291
ring bear outfit,366,366,1000,8,74,0,0,1,-,-,78
have you seen him,80,240,3000,8,61,0,0,1,-,-,81
stickers dogs,25,493,20000,16,144,0,1,0,-,13,-
black furry throw,353,353,999,8,162,0,0,1,-,-,300
exercise equipment for dogs,97,386,4000,8,258,0,1,0,-,62,-
pet waterless shampoo,1070,261,244,8,188,0,1,0,-,35,-
bird feeding stations,580,371,640,8,80,0,1,0,-,70,-
healthy hamster food,224,224,1000,8,81,0,1,0,-,61,-
pet fountains,749,749,1000,16,127,0,1,0,-,49,-
dog cage water bottle,302,219,724,8,84,0,1,0,-,62,-
self feeding dog bowl,236,236,1000,8,293,0,1,0,-,34,-
foldable cat cage,116,232,2000,8,376,0,1,0,-,52,-
foldable water bowl for dogs,224,210,938,8,298,0,1,0,-,63,-
portable foldable pet playpen,890,436,490,8,283,0,1,0,-,70,-
portable indoor pet house,373,372,996,8,84,0,1,0,-,64,-
pet safe wire,357,212,594,8,247,0,1,0,-,37,-
toys for husky dogs,299,299,1000,8,412,0,0,1,-,-,265
outdoor playpen for cats,568,478,841,8,354,0,1,0,-,59,-
outdoor puppy toys,107,213,2000,8,403,0,0,1,-,-,226
electric bark collar,237,237,1000,8,295,0,1,0,-,42,-
puppy teepee,1386,262,189,8,280,0,1,1,-,61,48
outdoor swimming pool,1493,5973,4000,128,707,0,1,0,-,32,-
plastic hot dog,23,227,10000,8,32,0,1,0,-,22,-
pop out iphone,122,365,3000,8,105,0,1,0,-,25,-
amazon dogs for sale,9,275,30000,8,84,0,0,1,-,-,231
pet wheels,55,331,6000,8,342,0,1,1,-,13,304
camera connect app,47,474,10000,16,10,0,0,1,-,-,139
camas de perros grandes,478,478,1000,8,78,0,0,1,-,-,85
camera starter,92,275,3000,8,197,0,0,1,-,-,284
cat light toy laser,1247,747,599,16,177,0,0,1,-,-,280
cage for phone,142,283,2000,8,84,0,0,1,-,-,134
pet food can lid,93,278,3000,8,127,0,1,0,-,52,-
chicken exercise,58,292,5000,8,63,0,1,0,-,61,-
baby smart monitor,113,226,2000,8,114,0,0,1,-,-,202
chinese pet costume,1511,408,270,8,72,0,1,0,-,38,-
disney necessities,65,323,5000,8,50,0,0,1,-,-,286
disney matching pajamas,188,375,2000,8,80,0,0,1,-,-,270
disney wifi monitor,456,246,540,8,106,0,0,1,-,-,18
disney bowl set,282,282,1000,8,80,0,0,1,-,-,296
electric dog bowl,266,266,1000,8,117,0,0,1,-,-,263
black toy camera,42,295,7000,8,114,0,0,1,-,-,75
disney watch now,287,259,904,8,17,0,0,1,-,-,222
clear dog house,42,210,5000,8,84,0,0,1,-,-,76
dog bathing table,979,471,481,8,140,0,1,0,-,57,-
dog corrals,234,234,1000,8,84,0,0,1,-,-,168
dog plaid pjs,250,250,1000,8,66,0,1,0,-,11,-
dog food for yorkies,100,300,3000,8,84,0,0,1,-,-,292
have you feed the dog,139,278,2000,8,105,0,1,1,-,8,23
kitty pools,1181,951,805,24,273,0,1,0,-,10,-
kit kat christmas,141,281,2000,8,41,0,0,1,-,-,154
kirkland greenies dog treats,10696,246,23,8,78,0,1,0,-,1,-
crate for german shepherd,480,251,523,8,84,0,0,1,-,-,62
nanny cam with sound,293,228,779,8,444,0,0,1,-,-,241
large hamster cages,84,336,4000,8,84,0,1,0,-,39,-
large pools,313,3133,10000,96,469,0,1,0,-,49,-
laser for pets,81,322,4000,8,78,0,1,0,-,1,-
large pet cage,33,329,10000,8,391,0,0,1,-,-,115
screen dog,23,228,10000,8,84,0,0,1,-,-,203
star war far 2,55,273,5000,8,1,0,0,1,-,-,198
folding pet stairs for large dogs,224,207,925,8,255,0,1,0,-,49,-
foldable swimming pool,5069,953,188,24,264,0,1,0,-,71,-
french translator device,1531,225,147,8,264,0,1,0,-,69,-
smart food snacks,96,287,3000,8,331,0,0,1,-,-,228
smart dog camera,118,235,2000,8,334,0,1,1,-,1,34
smart dog food bowl,232,232,1000,8,349,0,0,1,-,-,278
teacup dogs for sale,273,273,1000,8,81,0,1,0,-,73,-
girl dog stroller,217,217,1000,8,80,0,1,0,-,47,-
funny dog accessories,28,277,10000,8,384,0,1,1,-,52,86
funny dog collars for large dogs,263,263,1000,8,80,0,0,1,-,-,296
funny dog usb,320,203,635,8,75,0,0,1,-,-,63
stroller sound machine,359,213,593,8,85,0,0,1,-,-,153
stuff for anxiety,49,346,7000,8,438,0,0,1,-,-,151
treat balls for cats,67,202,3000,8,67,0,0,1,-,-,230
wooden bento,894,313,350,8,242,0,1,0,-,33,-
outdoor cage,157,314,2000,8,414,0,1,0,-,46,-
metal dog run,60,483,8000,16,313,0,1,0,-,25,-
dog treat holders,376,376,1000,8,84,0,1,0,-,78,-
hidden camra,556,274,493,8,363,0,1,0,-,74,-
rae dunn bowl set,653,346,530,8,36,0,0,1,-,-,249
pajamas pets,54,270,5000,8,84,0,1,1,-,50,160
balls for cats to play with,362,362,1000,8,304,0,0,1,-,-,237
fancy dog bowls,672,295,439,8,391,0,1,0,-,52,-
pet stain remover wood floors,256,256,1000,8,224,0,1,0,-,40,-
pet champion pet carrier,2273,291,128,8,97,0,1,0,-,49,-
bird cage stand only,1349,1349,1000,32,188,0,1,0,-,74,-
pet smart collar,223,223,1000,8,397,0,0,1,-,-,152
grooming cages,93,278,3000,8,353,0,0,1,-,-,274
dog bathing station,16623,4322,260,96,299,0,1,0,-,71,-
superhero dog,105,315,3000,8,75,0,1,0,-,59,-
bluetooth training collar,716,232,324,8,84,0,0,1,-,-,149
pet safe drinking fountain,1148,263,229,8,262,0,1,0,-,60,-
pet safe dye,1907,431,226,8,29,0,1,0,-,21,-
small pet habitat,44,311,7000,8,360,0,1,0,-,46,-
puppy travel bowls,112,223,2000,8,261,0,1,0,-,34,-
christmas bark,45,449,10000,16,27,0,0,1,-,-,61
ceramic dog treat container,725,216,298,8,77,0,1,0,-,73,-
outdoor pet heater,267,267,1000,8,320,0,1,0,-,62,-
animal cages for indoors,29,230,8000,8,375,0,1,1,-,21,260
plastic puppy crate,321,321,1000,8,84,0,0,1,-,-,298
puppy balls,224,673,3000,16,445,0,1,0,-,1,-
plastic sweater storage bags,120,239,2000,8,67,0,1,0,-,48,-
pet smart wireless collar,978,440,450,8,224,0,1,1,-,52,88
bike attachment for dogs,5196,1351,260,32,179,0,1,0,-,50,-
camera for dog,826,451,546,8,416,0,1,1,-,1,3
canary cages,215,215,1000,8,73,0,1,0,-,26,-
traveling with pets,13,254,20000,8,400,0,1,0,-,58,-
hamster beds,374,747,2000,16,376,0,1,0,-,39,-
doggie treadmill dog,1706,203,119,8,26,0,1,1,-,4,27
dog create end table,301,244,811,8,50,0,1,0,-,14,-
double dog tie out,302,237,785,8,190,0,1,0,-,39,-
gifts for dog,5,472,100000,16,145,0,0,1,-,-,22
gifts for people who love dogs,56,278,5000,8,372,0,1,0,-,54,-
cooling beds for large dogs,130,259,2000,8,428,0,1,0,-,70,-
cosas para mascotas,1259,243,193,8,112,0,1,1,-,12,30
large food baskets,4,270,70000,8,84,0,0,1,-,-,274
fish water purifier,415,330,796,8,110,0,1,0,-,30,-
launch box for men,430,312,726,8,385,0,0,1,-,-,268
large pet taxi,838,263,314,8,78,0,1,0,-,36,-
indoor dog agility equipment,1605,305,190,8,183,0,1,0,-,19,-
indoor dog grass,82,247,3000,8,306,0,1,0,-,52,-
indoor dog steps,55,219,4000,8,84,0,0,1,-,-,135
indoor dog tent,483,483,1000,8,139,0,0,1,-,-,165
inside the white cube,25,247,10000,8,102,0,0,1,-,-,243
play without wifi,90,271,3000,8,0,0,0,1,-,-,302
life of pet toys,12,236,20000,8,81,0,1,0,-,51,-
little dog accessories,10,202,20000,8,84,0,0,1,-,-,81
foldable kennel for dogs,328,282,861,8,84,0,1,0,-,52,-
food puzzles for cats,392,284,724,8,393,0,0,1,-,-,184
vet costumes for girls,270,257,951,8,72,0,0,1,-,-,212
things to help with anxiety,26,256,10000,8,473,0,0,1,-,-,230
girl puppy bowls,270,270,1000,8,54,0,0,1,-,-,229
white cat harness,74,295,4000,8,84,0,0,1,-,-,225
i love you and you cat food,1000,268,268,8,70,0,1,0,-,60,-
travel pet food containers,135,269,2000,8,298,0,1,0,-,23,-
travel pet supplies,29,285,10000,8,351,0,1,0,-,62,-
stuff for birds,43,386,9000,8,84,0,1,0,-,62,-
my name is not easy,396,396,1000,8,153,0,1,0,-,24,-
off white dog collar,1345,1345,1000,32,205,0,0,1,-,-,119
outdoor kitty enclosure,887,347,391,8,240,0,1,0,-,18,-
cameras that connect to your phone,230,460,2000,8,80,0,0,1,-,-,118
thats what lovers do,57,227,4000,8,0,0,0,1,-,-,265
home life cloth bed,38,339,9000,8,78,0,0,1,-,-,179
my little puppy,23,231,10000,8,348,0,1,0,-,30,-
paint safe for pets,55,219,4000,8,83,0,1,0,-,39,-
dog food carrier travel,320,320,1000,8,84,0,1,0,-,63,-
decorative pet crate,1455,278,191,8,139,0,1,0,-,16,-
dog treats with vitamins,60,359,6000,8,316,0,1,0,-,7,-
christmas collars for small dogs,92,276,3000,8,81,0,0,1,-,-,167
wooden dog houses for large dogs,36,287,8000,8,158,0,1,0,-,28,-
electric heated dog bed,362,327,904,8,145,0,1,0,-,57,-
baby animal nest,119,357,3000,8,315,0,0,1,-,-,201
christmas dog collars,147,294,2000,8,80,0,0,1,-,-,151
life jackets for pets,376,376,1000,8,72,0,1,0,-,40,-
adjustable exercise pen for dogs,1292,411,318,8,62,0,1,0,-,10,-
you and me hamster,334,218,652,8,48,0,1,0,-,3,-
puppy treat puzzle,226,226,1000,8,393,0,0,1,-,-,142
pet safe inground fence collar,846,340,402,8,246,0,1,0,-,63,-
camera with accessories,4,406,100000,16,208,0,0,1,-,-,204
cameras for pets,29,202,7000,8,429,0,1,1,-,1,32
catnip toys cute,385,385,1000,8,345,0,1,0,-,63,-
ceramic pet treat jar,622,291,468,8,65,0,1,0,-,23,-
gadgets for dogs,91,362,4000,8,423,0,1,1,-,28,27
baby chickens for sale,68,341,5000,8,42,0,1,0,-,41,-
harness for bunnies,159,318,2000,8,60,0,0,1,-,-,111
dog bed for bulldog,155,309,2000,8,134,0,0,1,-,-,238
dog accessory,24,236,10000,8,527,0,1,1,-,13,201
dog and cat treat container,223,445,2000,8,84,0,0,1,-,-,151
3 piece airtight pet food storage container combo,1045,208,199,8,55,0,1,0,-,21,-
electric cat food dispenser,640,314,491,8,84,0,0,1,-,-,109
speaker for your phone,4,295,80000,8,120,0,0,1,-,-,235
take care of pets games,201,201,1000,8,5,0,0,1,-,-,100
water house storage,241,241,1000,8,187,0,0,1,-,-,169
game that are fun,6,300,50000,8,495,0,0,1,-,-,282
food dispensing dog,128,255,2000,8,67,0,0,1,-,-,223
matching pet and owner pajamas,334,262,784,8,74,0,0,1,-,-,58
small cameras,36,3624,100000,120,637,0,0,1,-,-,70
small house camera connect to phone,174,347,2000,8,82,0,0,1,-,-,277
wireless petsafe fence,331,245,740,8,190,0,1,0,-,62,-
dog house heaters,400,400,1000,8,303,0,1,0,-,48,-
real hamster pet,38,381,10000,8,84,0,1,0,-,27,-
outdoor cat accessories,21,416,20000,16,84,0,0,1,-,-,170
outdoor cat feeder,313,313,1000,8,304,0,0,1,-,-,132
outdoor cat toys,596,559,938,16,150,0,0,1,-,-,217
outdoor pools for kids,73,658,9000,16,79,0,1,0,-,27,-
xsmall dog house,359,287,800,8,84,0,0,1,-,-,149
outdoor pet ramps for old dogs,280,280,1000,8,126,0,1,0,-,8,-
outdoor pet toys,22,223,10000,8,84,0,0,1,-,-,207
baby camera with audio,141,282,2000,8,453,0,0,1,-,-,298
camera for cats,23,203,9000,8,311,0,1,1,-,2,25
interactive food dispenser,273,273,1000,8,287,0,1,1,-,60,98
heavy duty shock collar,334,293,878,8,257,0,1,0,-,74,-
water bottles for dog crates,612,350,572,8,269,0,1,0,-,61,-
platinum pet fountain,657,205,312,8,190,0,1,0,-,10,-
puppy hoodies,218,436,2000,8,84,0,1,0,-,40,-
automatic tennis ball thrower for dogs,3868,410,106,8,49,0,1,0,-,41,-
amazon cameras,22,673,30000,24,597,0,0,1,-,-,219
best healthy dog treats,32,321,10000,8,301,0,1,0,-,59,-
bunny harnesses,468,288,616,8,72,0,0,1,-,-,121
decorative pet food storage container,460,230,500,8,248,0,1,0,-,16,-
ball launchers for dogs,320,320,1000,8,69,0,0,1,-,-,155
dog ramp for pool,4643,1430,308,32,213,0,1,0,-,46,-
dog and cat treat jar,107,213,2000,8,83,0,0,1,-,-,32
dog toys for crate,85,254,3000,8,421,0,0,1,-,-,251
dog toys for large dogs kong,94,282,3000,8,319,0,1,0,-,12,-
dog toys for yorkies,93,278,3000,8,429,0,0,1,-,-,249
clothes for snakes,24,235,10000,8,62,0,1,0,-,28,-
clothes for pet rabbit,123,246,2000,8,84,0,1,0,-,11,-
cute hamster house,215,215,1000,8,80,0,1,0,-,38,-
little times play house,35,354,10000,8,58,0,0,1,-,-,179
wireless pet collar,291,291,1000,8,84,0,0,1,-,-,171
louis vuitton phone,3643,255,70,8,30,0,0,1,-,-,13
outlet cameras,63,251,4000,8,68,0,0,1,-,-,118
his and hers christmas stockings,30,211,7000,8,282,0,0,1,-,-,244
heavy duty pet carrier,312,255,817,8,296,0,1,0,-,51,-
extra large pet playpen,70,209,3000,8,80,0,1,0,-,61,-
portable pet home,35,351,10000,8,416,0,1,1,-,68,90
portable pet yard,57,227,4000,8,72,0,1,0,-,27,-
playpens for small animals,452,452,1000,8,371,0,1,0,-,64,-
automatic pet laser,330,246,745,8,84,0,0,1,-,-,37
baby bath tub grey,267,267,1000,8,197,0,1,0,-,19,-
dog dispenser large,27,244,9000,8,84,0,0,1,-,-,36
dog crate for german shepherd,549,264,481,8,80,0,0,1,-,-,86
dog toy baskets,1856,9281,5000,176,414,0,0,1,-,-,227
gifts for dog people,50,500,10000,16,391,0,1,1,-,47,225
gifts to give your best friend,3,255,100000,8,525,0,0,1,-,-,278
his and hers stockings christmas,77,463,6000,16,289,0,0,1,-,-,170
electronic kitty litter,748,243,325,8,78,0,1,0,-,70,-
iphone camera sticker,106,211,2000,8,348,0,0,1,-,-,79
life is good dog collars,232,232,1000,8,328,0,0,1,-,-,171
small animal clothes,55,221,4000,8,79,0,0,1,-,-,266
whole hearted dog treats,13883,1430,103,32,149,0,1,0,-,1,-
shirt with dog on it,23,230,10000,8,79,0,0,1,-,-,122
outdoor dog pool,72,506,7000,16,84,0,1,0,-,62,-
milk bone minis dog treats,1325,477,360,8,147,0,1,0,-,26,-
louis vuitton stickers,53305,3145,59,72,52,0,0,1,-,-,11
as seen on tv gadgets,420,420,1000,8,103,0,1,0,-,12,-
laser pointer high power blue,302,298,988,8,84,0,0,1,-,-,166
presents for dog owners,29,288,10000,8,84,0,0,1,-,-,106
best gifts for dog lovers,5,232,50000,8,362,0,1,0,-,13,-
best gifts for dog owners,22,224,10000,8,420,0,1,1,-,1,128
best automatic camera,31,309,10000,8,114,0,0,1,-,-,25
car pet barriers,252,252,1000,8,308,0,1,0,-,65,-
chicken harnesses,514,266,518,8,51,0,1,0,-,38,-
disney games online,59,234,4000,8,6,0,0,1,-,-,249
dog houses for dogs outdoor,21,212,10000,8,84,0,1,0,-,28,-
dog house with food bowl,194,388,2000,8,147,0,1,0,-,66,-
fanny pack for dog treats,1463,509,348,8,316,0,1,0,-,62,-
dog treat pouches,9181,1928,210,40,366,0,1,0,-,25,-
dog treat pouches for training,1642,371,226,8,135,0,1,0,-,31,-
dog treats for furbo,1899,300,158,8,36,0,0,1,-,-,25
dog treats for medium dogs,2602,26019,10000,560,275,0,1,0,-,69,-
dog treats for toys,152,456,3000,8,326,0,1,0,-,54,-
his and hers pictures,3,206,60000,8,386,0,0,1,-,-,96
cute small dog bowls,75,226,3000,8,319,0,0,1,-,-,306
english bulldogs for sale,128,383,3000,8,272,0,1,0,-,20,-
iphone camera cage,459,269,586,8,113,0,0,1,-,-,61
snack dispensers,337,337,1000,8,346,0,0,1,-,-,162
so you want to work with animals,115,344,3000,8,64,0,0,1,-,-,72
louis vuitton speedy 30 organizer,59750,239,4,8,12,0,0,1,-,-,5
toothbrush for kitty,393,393,1000,8,373,0,1,0,-,38,-
hot dog machines,23,226,10000,8,84,0,0,1,-,-,131
treadmills for dogs,1042,221,212,8,52,0,1,1,-,10,71
camera accessory organizer,108,432,4000,8,102,0,0,1,-,-,87
baby monitor wifi 2 cameras,273,273,1000,8,275,0,0,1,-,-,229
must haves for home,45,3126,70000,104,430,0,0,1,-,-,271
play house for dogs,26,261,10000,8,84,0,0,1,-,-,72
camera for houses,107,214,2000,8,192,0,0,1,-,-,277
accessories for small dogs,37,373,10000,8,491,0,0,1,-,-,217
bark collar for german shepherd,575,207,360,8,191,0,0,1,-,-,190
dog shampoo for white hair,240,240,1000,8,323,0,1,0,-,76,-
collapsible dog stairs,1645,329,200,8,241,0,1,0,-,28,-
large breed dog cage,413,413,1000,8,258,0,0,1,-,-,116
large breed dog kennel,262,262,1000,8,332,0,0,1,-,-,198
large breed dog stairs,237,237,1000,8,276,0,1,1,-,39,257
small fish tank with heater,77,231,3000,8,84,0,1,0,-,73,-
french bulldog bowls,828,265,320,8,84,0,0,1,-,-,139
sweatshirts for dogs,278,278,1000,8,298,0,1,0,-,26,-
cat costumes for cats only,415,1661,4000,40,290,0,1,0,-,50,-
car seat bag for check in,321,321,1000,8,176,0,1,0,-,63,-
christmas tree cat bed,1186,409,345,8,109,0,1,0,-,23,-
baby monitor for cell phone,365,365,1000,8,189,0,0,1,-,-,298
disney dog collars,733,275,375,8,397,0,1,0,-,58,-
dog tie out cables,736,301,409,8,262,0,1,0,-,52,-
dog ball launchers,207,207,1000,8,83,0,0,1,-,-,153
cool gadgets for christmas,20,204,10000,8,388,0,0,1,-,-,135
free games for cats to play,125,250,2000,8,16,0,0,1,-,-,84
water bottle for kennel,408,260,638,8,122,0,1,0,-,48,-
french bulldog care,42,212,5000,8,359,0,1,1,-,24,268
video camera for helmet,280,280,1000,8,424,0,0,1,-,-,172
outdoor pet houses,33,293,9000,8,395,0,1,0,-,74,-
blue buffalo dog treats small breed,2981,951,319,24,254,0,1,0,-,45,-
pet supplies for fish tanks,24,241,10000,8,305,0,1,0,-,68,-
personalized pet purse,475,329,693,8,95,0,1,0,-,16,-
baby swimming pools,166,1657,10000,48,391,0,1,0,-,38,-
cute costumes for puppies,37,261,7000,8,114,0,1,1,-,15,217
games that are free and fun,44,443,10000,16,52,0,0,1,-,-,191
nest indoor cameras,211,211,1000,8,417,0,0,1,-,-,82
anti barking devices,255,255,1000,8,288,0,1,0,-,61,-
dog treats made in usa only beef,82,247,3000,8,320,0,1,0,-,58,-
blue buffalo basics dog treats,835,323,387,8,64,0,1,0,-,54,-
fitness tracker for dogs,377,258,684,8,96,0,1,0,-,32,-
so you want to be a robot,377,297,788,8,24,0,0,1,-,-,12
nest security cameras,282,282,1000,8,478,0,0,1,-,-,268
security camera for dogs,128,256,2000,8,421,0,0,1,-,-,33
royal canin dog food mini puppy,265,234,883,8,77,0,1,0,-,68,-
plastic swimming pools,98,886,9000,24,212,0,1,0,-,47,-
gifts for someone who lost a pet,318,310,974,8,306,0,1,0,-,26,-
dog treats grain free large,86,343,4000,8,339,0,1,0,-,26,-
dog treats grain free zukes,225,215,956,8,84,0,1,0,-,74,-
dog steps for high beds,286,286,1000,8,270,0,1,1,-,35,263
screen protectors for cats,131,393,3000,8,313,0,1,0,-,70,-
stocking stuffers for cats,70,417,6000,16,218,0,1,1,-,41,194
stocking stuffers for her,13,268,20000,8,237,0,0,1,-,-,270
stocking stuffers for wife,22,218,10000,8,328,0,0,1,-,-,226
canon full frame cameras,676,1352,2000,32,128,0,1,0,-,14,-
christmas presents for cats,31,306,10000,8,32,0,0,1,-,-,149
dog and owner matching sweaters,1509,409,271,8,79,0,1,0,-,45,-
german shepherd training video,1671,426,255,8,30,0,0,1,-,-,14
dog barking control devices small dog,417,417,1000,8,264,0,1,0,-,40,-
pet food storage container with scoop,361,216,599,8,51,0,1,0,-,48,-
dog treats made in usa only fish,204,204,1000,8,269,0,1,0,-,25,-
baby monitor with camera and audio phone app,445,445,1000,8,438,0,0,1,-,-,110
baby monitor with camera and audio nest,485,422,871,8,102,0,0,1,-,-,205
iris 24 4 panel pet playpen with door,958,227,237,8,72,0,1,0,-,39,-
fresh kisses dog treats large,5624,658,117,16,143,0,1,0,-,30,-
black cat stocking,84,252,3000,8,127,0,0,1,-,-,177
cat treat toys,121,242,2000,8,84,0,0,1,-,-,297
pet door sliding glass,206,206,1000,8,182,0,1,0,-,59,-
